Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Cuerpo,Categoría,Target
HayNoticia.es,https://haynoticia.es/el-primer-hospital-para-tratar-el-coronavirus-en-espana-estara-acabado-en-2036/,2020-02-29,El primer hospital para tratar el coronavirus en España estará acabado en 2036,NaN,"El Ministerio de Obras Públicas del Gobierno de España ha anunciado en una rueda de prensa, llevada a cabo ayer tras la finalización de la reunión del Consejo de Ministros, que ya han empezado las obras del primer Hospital en España dedicado única y exclusivamente para el tratamiento e investigación del coronavirus.Según indicó el propio Ministro de Obras Públicas se prevé que las obras finalicen en el año 2036 porque según dijo “Nos gusta ser realistas y no engañar a la gente, en España se trabaja a un ritmo muy diferente que en otros países y no somos capaces de levantar un Hospital en 10 días como hizo China”. El proyecto está presupuestado en 37 millones de euros pero acabará costando 112 millones debido a los sobrecostes típicos de España, y eso en el mejor de los casos.Además si las peores previsiones se cumplen es muy posible que para esa fecha ya no quede ningún español para poder disfrutar del Hospital puesto que todos habrán muerto ya por el virus, pero el Ministro indicó que no es momento de pensar en eso, lo importante es que las obras han empezado y  lo debemos tomar con optimismo. ",politica,1
HayNoticia.es,https://haynoticia.es/decepcion-en-vox-porque-abascal-no-acudio-a-votar-a-caballo/,2019-11-11,Decepción en VOX porque Abascal no acudió a votar a caballo,NaN,"A pesar de la increíble escalada de VOX en los escaños conseguidos en las Elecciones Generales celebradas ayer, muchos de sus votantes han mostrado su disconformidad ya que esperaban que el líder del partido acudiera a votar de una forma más épica.Han sido miles los votantes del partido que se han quejado en redes sociales de que Santiago Abascal no lo diera todo a la hora de votar. “Yo me lo esperaba entrando al colegio electoral montado en un caballo blanco y vestido únicamente con una bandera de España” comenta uno de los votantes del partido verde.De realizarse de nuevo unas elecciones el partido de Abascal podría perder al menos un 60% de los votos por no acudir a votar a caballo. “Es lo que todos esperamos de él, todavía no ha empezado y ya nos está defraudando. Al final es como los demás políticos, todo son promesas y al final nada de nada”.",politica,1
HayNoticia.es,https://haynoticia.es/el-helicoptero-de-franco-visitara-toda-espana-con-los-restos-del-caudillo/,2019-10-24,El helicóptero de Franco visitará toda España con los restos del Caudillo,NaN,"Dados los datos de audiencia obtenidos con la retrasmisión de la exhumación de los restos de Francisco Franco y dada la expectación creada en el Valle de los Caídos con cientos de seguidores aclamando al dictador el Gobierno ha decidido hacer una gira con el féretro del caudillo por toda España.“Si cuando ganamos el mundial el trofeo visitó toda España esto no podía ser menos” ha argumentado el propio Pedro Sánchez en rueda de prensa. Los restos del dictador viajarán en helicóptero por las principales ciudades españolas antes de ser enterrado en el cementerio de Mingorrubio.“En principio el helicóptero visitará todas las capitales de provincia, pero si vemos que funciona no descartamos llevarlo a otras ciudades secundarias”, según cuentan la “gira” podría durar alrededor de un mes, además se hará una parada especial de 3 días en Barcelona “a ver si así se acaba con el problema catalán”.",politica,1
HayNoticia.es,https://haynoticia.es/los-diputados-deberan-devolver-el-sueldo-de-los-ultimos-meses-al-no-conseguir-formar-gobierno/,2019-09-18,Los Diputados deberán devolver el sueldo de los últimos meses al no conseguir formar Gobierno,NaN,"Gracias a la nueva Ley de Incompetencia política que entró en vigor el pasado mes de Enero de 2019 los 350 diputados electos tras las últimas elecciones celebradas el 28 de Abril deberán devolver su sueldo íntegro al no ser capaces de formar Gobierno y obligar así a los Españoles a ir de nuevo a las urnas.Esta ley, que fue aprobada por mayoría en la cámara baja, obliga a los políticos a reintegrar el 100% de su asignación económica en caso de que no fueran capaces de conseguir los apoyos necesarios para formar un Gobierno estable y por tanto tener que repetir las elecciones. De esta forma los 350 diputados que componen el Congreso a una media de 6.000€ que perciben al mes (contando sueldos y dietas) y contando los 7 meses que España estaría sin gobierno harían un ahorro de casi 15 millones de euros para las arcas españolas. Una cifra irrisoria comparada con los casi 140 millones de euros que cuesta celebrar unas nuevas elecciones.“Sólo tenían que hacer una cosa, dialogar, negociar y llegar a acuerdos. Eso es en base hacer política, y como no lo han sabido hacer es justo que devuelvan su sueldo.” explica en las redes sociales un ciudadano indignado. Se valora además la posibilidad de que, en caso de que vuelva a suceder una situación parecida, los candidatos que no fueron capaces de llegar a un acuerdo no se puedan volver a presentar en las siguientes elecciones.",politica,1
HayNoticia.es,https://haynoticia.es/las-papeletas-para-votar-a-podemos-seran-de-papel-de-fumar-3333/,2019-04-25,Las papeletas para votar a Podemos serán de papel de fumar,NaN,"Tal y como ha confirmado esta mañana la Junta Electoral Central, las papeletas para votar a Podemos estarán impresas en papel de fumar.No ha quedado claro si ha sido una petición específica del partido liderado por Pablo Iglesias o algo impuesto por la Junta, pero lo que si han confirmado es que ya se encuentran en impresión dichas papeletas “ya se han comprado los librillos OCB requeridos y se han mandado a la imprenta para que comience la impresión de las papeletas, se utilizará una tinta especial, no tóxica, por si alguien decide darle otro uso a dichas papeletas”.El resto de partidos no ha visto con buenos ojos dicho planteamiento ya que consideran que unas papeletas distintas podrían influenciar en el voto, el propio Santiago Abascal ha comentado que “deberíamos de poder elegir cada partido el tipo de papel para nuestras papeletas, me flipa imaginar unas impresas sobre banderitas de España”. Por su parte los tuiteros ya han comenzado a publicar gracias al respecto, como por ejemplo “ya puestos que impriman las de Ciudadanos en billetes para poder hacernos buenos rulos” o “y las de PP se imprimirán directamente en sobres”.",politica,1
HayNoticia.es,https://haynoticia.es/en-cataluna-las-campanadas-seran-a-las-010-para-no-coincidir-con-las-de-espana4444/,2018-12-29,En Cataluña las campanadas serán a las 0:10 para no coincidir con las de España,NaN,"El Portavoz del Gobierno de la Generalitat ha anunciado que este año las campanadas en Cataluña serán a las 0:10 horas del día 1 de enero, con el fin de “no volver a celebrar nada de la mano de los españoles”. “Hemos cursado circular a todos los ayuntamientos afines a la República para que configuren los relojes y campanarios para que las campanadas suenen 10 minutos después de las 12 de la noche”, añadió.Preguntado acerca de por qué precisamente 10 minutos después, su repuesta ha sido que “aunque parezca un número al azar, el 10 es un número muy similar al 1-O, fecha del referéndum en el que el pueblo catalán apostó firmemente por una República”. “También hemos querido dar un margen de tiempo por si alguien quiere tomarse dos veces las uvas, aunque no creemos que ningún catalán quiera hacer gasto doble”, aclara.El ejecutivo catalán también ha pedido cambiar las tradicionales uvas por algún otro producto. “Las uvas son una herencia más del franquismo que ha adoptado el conjunto del Estado español, así que buscaremos alguna alternativa, como anacardos, castañas o nueces”. Desde TV3 ya han anunciado que de 0:00 a 0:10 emitirán un monólogo del cómico Dani Mateo, “esperemos que venga un poco griposo”.",politica,1
HayNoticia.es,https://haynoticia.es/las-carceles-instalaran-dispensadores-de-jabon-para-que-los-presos-no-se-agachen-a-por-la-pastilla5555/,2018-12-03,Las cárceles instalarán dispensadores de jabón para que los presos no se agachen a por la pastilla,NaN,"El Gobierno ha anunciado varias medidas que se aplicarán en los centros penitenciarios españoles a partir de enero. A través de Instituciones Penitenciarias, el organismo estatal que gestiona las cárceles de nuestro país, se llevará a cabo una batería de medidas con la finalidad de mejorar la calidad de vida de los reclusos.La disposición que más ha llamado la atención ha sido la de instalar dispensadores de jabón líquido en las duchas de los penales. El objetivo es evitar las relaciones sexuales entre presos con el pretexto de agacharse a por la pastilla de jabón. Esta resolución ha tenido buena acogida por parte de los sindicatos de trabajadores de prisiones, sin embargo, respecto a otras no ha sido así. Es el caso de la medida consistente en dotar a los presos en huelga de hambre de jamón ibérico y chuletón de carne angus, a fin de que decidan abandonar la decisión de no comer.Por su parte, la Asociación de Familiares de presos se ha mostrado conforme, pero pide que las cosas no queden ahí. Reclama, entre otras, que los bis a bis puedan acceder varias personas.",politica,1
HayNoticia.es,https://haynoticia.es/2personas-usen-gafas-seran-consideradas-discapacitadas-partir-20187777/,2018-11-26,Personas que usen gafas serán consideradas discapacitadas a partir de 2019,NaN,"El Ministerio de Sanidad, Servicios Sociales e Igualdad ha emitido un comunicado el pasado lunes haciendo oficial que todas las personas que usen gafas serán consideradas a partir de 2019 discapacitadas, beneficiándose así de todos los derechos que disfrutan los mismos de su condición.La discapacidad es aquella condición bajo la cual ciertas personas presentan deficiencias físicas, mentales, intelectuales o sensoriales a largo plazo que al interactuar con diversas barreras, puedan impedir su participación plena y efectiva en la sociedad. La vista, en este caso, es un problema cada vez más común en nuestra sociedad.Así pues, todas las personas que usen gafas dispondrán a partir de 2019 de un carnet para discapacitados con beneficios fiscales y prestaciones sociales que antes no disfrutaban, así como preferencia a la hora de conducir, gafas 3D especiales en los cines, precios exclusivos en los gimnasios ya que siempre se les empañan las gafas, y en el colegio nadie más podrá volver a llamarles “cuatro ojos”, ya que será motivo de sanción económica.",politica,1
HayNoticia.es,https://haynoticia.es/podemos-propone-que-la-loteria-de-navidad-no-pueda-tocarle-dos-veces-al-mismo/,2018-11-06,Podemos propone que la Lotería de Navidad no pueda tocarle dos veces al mismo,NaN,"El partido político Podemos exigirá al gobierno que regule la Lotería de Navidad para que no pueda tocarle dos veces a la misma persona, “ni siquiera premios menores, ni siquiera lo metido, tenemos que repartir la riqueza entre todos y si a alguien ya le toca una vez que deje paso al siguiente, por lo menos hasta que a todos los españoles les toque como mínimo una vez”, decía Pablo Iglesias a los medios.“Dicen que es un premio muy repartido pero a mí por ejemplo no me ha tocado nunca ni lo metido, y da muchísima rabia cuando veo que toca a gente que no lo necesita, y yo con la hipoteca que tengo…” continuaba diciendo el líder del partido.Podemos además propone que todos los españoles jueguen una participación, compren o no lotería, para que “los más necesitados tengan también derecho a la ilusión de ese día, y para que puedan también optar a que una vez en la vida le toque algo”. ",politica,1
HayNoticia.es,https://haynoticia.es/podemos-propone-en-el-congreso-que-la-bandera-de-espana-sea-por-un-lado-la-actual-y-por-el-otro-la-republicana-4444/,2018-10-24,Podemos propone en el Congreso que la bandera de España sea por un lado la actual y por el otro la republicana,NaN,"El partido político Podemos ha propuesto en el Congreso sustituir la bandera española por una de doble cara. Por el anverso seguiría siendo exactamente igual que ahora, y el reverso tendría los colores de la bandera republicana, la tricolor. De esta forma se pretende que la enseña nacional represente el sentir de la inmensa mayoría de españoles.Esta proposición sigue a otras presentadas anteriormente, como cambiar la fiesta nacional al 23 de abril y eliminar los desfiles y paradas militares de las celebraciones. Con estas medidas, la formación de Pablo Iglesias busca distanciarse de todo aquello que pueda recordar los años de dictadura y conseguir que el mayor número de españoles se identifique con los símbolos que representan a España.“Ya hay banderas que presentan motivos distintos en ambas caras, y nos ha parecido una buena idea, ya que hay gente reacia a cambiar por completo la actual”, comentaba Echenique. “Pensábamos que con la integración del morado en la camiseta de la selección de fútbol la gente iba a ser más receptiva, pero muchos siguen anclados en el pasado”, añade Monedero. Por su parte, Errejón comenta que “quedaría por cambiar el himno. Hemos pedido ideas a Hasel, que nos representa musicalmente”.",politica,1
HayNoticia.es,https://haynoticia.es/cae-bruscamente-el-consumo-de-champinones-tras-el-exito-de-the-last-of-us/,2023-02-06,Cae bruscamente el consumo de champiñones tras el éxito de The Last Of Us,NaN,"El consumo de champiñones está cayendo a nivel mundial, tras el éxito de la serie The Last of Us de HBO. De forma absurda el público está relacionando los hongos de los que trata la serie, con los típicos champiñones y setas de toda la vida.Las autoridades sanitarias de EE.UU. ya se han dirigido a los americanos para advertirles que es una medida absurda, ya que por una parte, el argumento de la serie es totalmente ficción, y además en todo caso lo que deberían de dejar de tomar es harina, que es lo que realmente provoca la pandemia a nivel mundial en esta serie derivada del videojuego con el mismo nombre.Las empresas de champiñones han pedido ya a HBO la retirada de The last of us de forma inminente, hasta que el público tenga claro su error, asumiendo pérdidas millonarias.",actualidad,1
HayNoticia.es,https://haynoticia.es/suenan-pitidos-por-megafonia-durante-el-himno-en-la-final-de-supercopa/,2021-01-17,Suenan pitidos por megafonía durante el himno en la final de Supercopa,NaN,"La final Supercopa de España Partido que se ha celebrado hoy en el estadio de la cartuja de Sevilla entre el Fútbol Club Barcelona y el Athletic Club de Bilbao ha vuelto a  ser noticia una vez más por los pitidos que se oyeron en el campo mientras sonaba el himno nacional español.Tanto los jugadores de ambos equipos como el equipo técnico de los clubes se miraban extrañados unos a otros ya que no sabían de dónde procedían dichos pitidos puesto que en el campo no había espectadores por las medidas del COVID. Finalmente detectaron que los pitidos que no dejaron oir el himno procedían del propio sistema de megafonía del estadio de La Cartuja. El encargado del campo reconoció que fue él quien personalmente pidió que sonaran los pitidos por megafonía ya que según declaró “mi deber es que el partido fuera lo más real posible aunque no hubiera público. Igual que deben sonar aplausos también tenían que sonar los abucheos”.La Real Federación Española de Fútbol solicitará responsabilidades sobre lo sucedido pero si es cierto y asumen que ellos mismos pidieron al encargado del Estadio de la Cartuja que el partido pareciera que contaba con público por lo que no podrán echar la culpa al encargado. Se plantea la posibilidad de repetir el partido, pero ésta vez sin sonido del público.",actualidad,1
HayNoticia.es,https://haynoticia.es/los-clubs-de-alterne-estaran-cerrados-hasta-enero-pero-podran-hacer-comidas-a-domicilio9999/,2020-11-16,Los clubs de alterne estarán cerrados hasta enero pero podrán hacer comidas a domicilio,NaN,"Como si de un chiste de Matías Prats se tratase, así salía publicado el pasado viernes en el BOE, haciendo referencia a las medidas adoptadas en relación a los establecimientos de ocio.“La verdad es que no sabemos si es una broma del legislador o que se trata de un error, lo de las comidas a domicilio… ¿Se refiere a felaciones de nuestras chicas a domicilio?” Era la declaración que el presidente de la ABE (Asociación de burdeles de España) llevaba a cabo ante los medios exponiendo además que si se tratase de una broma, no corren buenos tiempos para aceptar las mismas. “Tanto la hostelería como nuestros locales están sufriendo las graves consecuencias de esta pandemia, el 78% de nuestras chicas han vuelto a tener himen y evidentemente tendrán que hacer cursos de reciclaje para volver a prestar los servicios a los clientes”, seguía manifestado el representante de la ABE.About 100 years later, as Internet technology spread around the world and ordinary people began to access the World Wide Web, the idea of an online slot machine began to evolve. The enormous success of physical slot machines had to be transferred to the online version like here.A good example is the online casino https://uptowncasino.net/bonuses, as it allows everyone to earn money in the shortest possible time. It is enough to choose a demo game mode, which is just to get this experience.Tras hacer públicas estas quejas, desde el Ministerio de Empleo se ha ordenado la revisión de esta publicación para que se aclare lo de las comidas a domicilio en lo que atañe al sector de los puticlubs.",actualidad,1
HayNoticia.es,https://haynoticia.es/cagar-tres-veces-durante-la-misma-jornada-laboral-ya-es-causa-de-despido-procedente9999/,2020-11-03,Cagar tres veces durante la misma jornada laboral ya es causa de despido procedente,NaN,"Hoy mismo aparecía aprobado en el BOE las modificaciones llevadas a cabo en el Real Decreto Legislativo 2/2015, de 23 de octubre de la Ley del Estatuto de los Trabajadores.Un de los cambios que más ha llamado la atención a los propios sindicatos es el que hace referencia a las necesidades primarias tales como comer, orinar o defecar entre otras. “Lo que viene a decir es que si un trabajador caga tres veces o más durante la misma jornada, puede ser despedido”, informaba uno de los representantes de UGT. Tal modificación, ha sido bien avenida por los empresarios. “Menos mal que ya se ha cambiado, tengo un elemento que cada dos horas dice que se caga y se pega un cuarto de hora sentado en el váter o tocando la zambomba, yo que sé, pero pierde horas a manta, por fin lo puedo echar a la mierda”, eran las palabras del propietario de un almacén de calzado.Con la reciente modificación, es evidente que el sector empresarial, va a ganar tiempo de sus empleados y va a ahorrar agua y papel higiénico, habiendo sido por tanto muy aplaudida.",actualidad,1
HayNoticia.es,https://haynoticia.es/f-simon-dice-que-la-mascarilla-te-saca-de-un-apuro-si-cagas-en-el-campo-y-no-llevas-papel9999/,2020-09-28,F. Simón dice que la mascarilla te saca de un apuro si cagas en el campo y no llevas papel,NaN,"El mediático y ya famoso epidemiólogo don Fernando Simón, volvía a sorprender en la rueda de prensa llevada a cabo en la tarde de ayer por la inesperada respuesta que hacia a una periodista.“Doctor Simón, ¿ve usted conveniente el uso de la mascarilla yendo solo por el monte o por el campo?” “La mascarilla debe ser como el móvil y las llaves, siempre hay que salir de casa con ella, por el monte caminando solo no te hace falta pero ante un movimiento intestinal y sin papel, la mascarilla te puede sacar de un apuro, no crees?” era la contestación literal entre risas del doctor ante la perplejidad de los presentes en la sala. De nuevo ha sido criticado por esta “salida de tono” no siendo momentos de bromas según los Medios.El doctor Simón ya se ha disculpado esta mañana por la inesperada respuesta “no hay que perder el humor a pesar de la pesadilla que estamos viviendo, aún así pido disculpas por decir que la mascarilla puede servir para limpiarse el ojete, ano, perdón”.",actualidad,1
