Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Cuerpo,Categoría,Target
HayNoticia.es,https://haynoticia.es/los-diputados-deberan-devolver-el-sueldo-de-los-ultimos-meses-al-no-conseguir-formar-gobierno/,2019-09-18,Los Diputados deberán devolver el sueldo de los últimos meses al no conseguir formar Gobierno,,"Gracias a la nueva Ley de Incompetencia política que entró en vigor el pasado mes de Enero de 2019 los 350 diputados electos tras las últimas elecciones celebradas el 28 de Abril deberán devolver su sueldo íntegro al no ser capaces de formar Gobierno y obligar así a los Españoles a ir de nuevo a las urnas.Esta ley, que fue aprobada por mayoría en la cámara baja, obliga a los políticos a reintegrar el 100% de su asignación económica en caso de que no fueran capaces de conseguir los apoyos necesarios para formar un Gobierno estable y por tanto tener que repetir las elecciones. De esta forma los 350 diputados que componen el Congreso a una media de 6.000€ que perciben al mes (contando sueldos y dietas) y contando los 7 meses que España estaría sin gobierno harían un ahorro de casi 15 millones de euros para las arcas españolas. Una cifra irrisoria comparada con los casi 140 millones de euros que cuesta celebrar unas nuevas elecciones.“Sólo tenían que hacer una cosa, dialogar, negociar y llegar a acuerdos. Eso es en base hacer política, y como no lo han sabido hacer es justo que devuelvan su sueldo.” explica en las redes sociales un ciudadano indignado. Se valora además la posibilidad de que, en caso de que vuelva a suceder una situación parecida, los candidatos que no fueron capaces de llegar a un acuerdo no se puedan volver a presentar en las siguientes elecciones.",politica,1
HayNoticia.es,https://haynoticia.es/las-papeletas-para-votar-a-podemos-seran-de-papel-de-fumar-3333/,2019-04-25,Las papeletas para votar a Podemos serán de papel de fumar,,"Tal y como ha confirmado esta mañana la Junta Electoral Central, las papeletas para votar a Podemos estarán impresas en papel de fumar.No ha quedado claro si ha sido una petición específica del partido liderado por Pablo Iglesias o algo impuesto por la Junta, pero lo que si han confirmado es que ya se encuentran en impresión dichas papeletas “ya se han comprado los librillos OCB requeridos y se han mandado a la imprenta para que comience la impresión de las papeletas, se utilizará una tinta especial, no tóxica, por si alguien decide darle otro uso a dichas papeletas”.El resto de partidos no ha visto con buenos ojos dicho planteamiento ya que consideran que unas papeletas distintas podrían influenciar en el voto, el propio Santiago Abascal ha comentado que “deberíamos de poder elegir cada partido el tipo de papel para nuestras papeletas, me flipa imaginar unas impresas sobre banderitas de España”. Por su parte los tuiteros ya han comenzado a publicar gracias al respecto, como por ejemplo “ya puestos que impriman las de Ciudadanos en billetes para poder hacernos buenos rulos” o “y las de PP se imprimirán directamente en sobres”.",politica,1
HayNoticia.es,https://haynoticia.es/en-cataluna-las-campanadas-seran-a-las-010-para-no-coincidir-con-las-de-espana4444/,2018-12-29,En Cataluña las campanadas serán a las 0:10 para no coincidir con las de España,,"El Portavoz del Gobierno de la Generalitat ha anunciado que este año las campanadas en Cataluña serán a las 0:10 horas del día 1 de enero, con el fin de “no volver a celebrar nada de la mano de los españoles”. “Hemos cursado circular a todos los ayuntamientos afines a la República para que configuren los relojes y campanarios para que las campanadas suenen 10 minutos después de las 12 de la noche”, añadió.Preguntado acerca de por qué precisamente 10 minutos después, su repuesta ha sido que “aunque parezca un número al azar, el 10 es un número muy similar al 1-O, fecha del referéndum en el que el pueblo catalán apostó firmemente por una República”. “También hemos querido dar un margen de tiempo por si alguien quiere tomarse dos veces las uvas, aunque no creemos que ningún catalán quiera hacer gasto doble”, aclara.El ejecutivo catalán también ha pedido cambiar las tradicionales uvas por algún otro producto. “Las uvas son una herencia más del franquismo que ha adoptado el conjunto del Estado español, así que buscaremos alguna alternativa, como anacardos, castañas o nueces”. Desde TV3 ya han anunciado que de 0:00 a 0:10 emitirán un monólogo del cómico Dani Mateo, “esperemos que venga un poco griposo”.",politica,1
HayNoticia.es,https://haynoticia.es/las-carceles-instalaran-dispensadores-de-jabon-para-que-los-presos-no-se-agachen-a-por-la-pastilla5555/,2018-12-03,Las cárceles instalarán dispensadores de jabón para que los presos no se agachen a por la pastilla,,"El Gobierno ha anunciado varias medidas que se aplicarán en los centros penitenciarios españoles a partir de enero. A través de Instituciones Penitenciarias, el organismo estatal que gestiona las cárceles de nuestro país, se llevará a cabo una batería de medidas con la finalidad de mejorar la calidad de vida de los reclusos.La disposición que más ha llamado la atención ha sido la de instalar dispensadores de jabón líquido en las duchas de los penales. El objetivo es evitar las relaciones sexuales entre presos con el pretexto de agacharse a por la pastilla de jabón. Esta resolución ha tenido buena acogida por parte de los sindicatos de trabajadores de prisiones, sin embargo, respecto a otras no ha sido así. Es el caso de la medida consistente en dotar a los presos en huelga de hambre de jamón ibérico y chuletón de carne angus, a fin de que decidan abandonar la decisión de no comer.Por su parte, la Asociación de Familiares de presos se ha mostrado conforme, pero pide que las cosas no queden ahí. Reclama, entre otras, que los bis a bis puedan acceder varias personas.",politica,1
HayNoticia.es,https://haynoticia.es/2personas-usen-gafas-seran-consideradas-discapacitadas-partir-20187777/,2018-11-26,Personas que usen gafas serán consideradas discapacitadas a partir de 2019,,"El Ministerio de Sanidad, Servicios Sociales e Igualdad ha emitido un comunicado el pasado lunes haciendo oficial que todas las personas que usen gafas serán consideradas a partir de 2019 discapacitadas, beneficiándose así de todos los derechos que disfrutan los mismos de su condición.La discapacidad es aquella condición bajo la cual ciertas personas presentan deficiencias físicas, mentales, intelectuales o sensoriales a largo plazo que al interactuar con diversas barreras, puedan impedir su participación plena y efectiva en la sociedad. La vista, en este caso, es un problema cada vez más común en nuestra sociedad.Así pues, todas las personas que usen gafas dispondrán a partir de 2019 de un carnet para discapacitados con beneficios fiscales y prestaciones sociales que antes no disfrutaban, así como preferencia a la hora de conducir, gafas 3D especiales en los cines, precios exclusivos en los gimnasios ya que siempre se les empañan las gafas, y en el colegio nadie más podrá volver a llamarles “cuatro ojos”, ya que será motivo de sanción económica.",politica,1
HayNoticia.es,https://haynoticia.es/podemos-propone-que-la-loteria-de-navidad-no-pueda-tocarle-dos-veces-al-mismo/,2018-11-06,Podemos propone que la Lotería de Navidad no pueda tocarle dos veces al mismo,,"El partido político Podemos exigirá al gobierno que regule la Lotería de Navidad para que no pueda tocarle dos veces a la misma persona, “ni siquiera premios menores, ni siquiera lo metido, tenemos que repartir la riqueza entre todos y si a alguien ya le toca una vez que deje paso al siguiente, por lo menos hasta que a todos los españoles les toque como mínimo una vez”, decía Pablo Iglesias a los medios.“Dicen que es un premio muy repartido pero a mí por ejemplo no me ha tocado nunca ni lo metido, y da muchísima rabia cuando veo que toca a gente que no lo necesita, y yo con la hipoteca que tengo…” continuaba diciendo el líder del partido.Podemos además propone que todos los españoles jueguen una participación, compren o no lotería, para que “los más necesitados tengan también derecho a la ilusión de ese día, y para que puedan también optar a que una vez en la vida le toque algo”. ",politica,1
HayNoticia.es,https://haynoticia.es/podemos-propone-en-el-congreso-que-la-bandera-de-espana-sea-por-un-lado-la-actual-y-por-el-otro-la-republicana-4444/,2018-10-24,Podemos propone en el Congreso que la bandera de España sea por un lado la actual y por el otro la republicana,,"El partido político Podemos ha propuesto en el Congreso sustituir la bandera española por una de doble cara. Por el anverso seguiría siendo exactamente igual que ahora, y el reverso tendría los colores de la bandera republicana, la tricolor. De esta forma se pretende que la enseña nacional represente el sentir de la inmensa mayoría de españoles.Esta proposición sigue a otras presentadas anteriormente, como cambiar la fiesta nacional al 23 de abril y eliminar los desfiles y paradas militares de las celebraciones. Con estas medidas, la formación de Pablo Iglesias busca distanciarse de todo aquello que pueda recordar los años de dictadura y conseguir que el mayor número de españoles se identifique con los símbolos que representan a España.“Ya hay banderas que presentan motivos distintos en ambas caras, y nos ha parecido una buena idea, ya que hay gente reacia a cambiar por completo la actual”, comentaba Echenique. “Pensábamos que con la integración del morado en la camiseta de la selección de fútbol la gente iba a ser más receptiva, pero muchos siguen anclados en el pasado”, añade Monedero. Por su parte, Errejón comenta que “quedaría por cambiar el himno. Hemos pedido ideas a Hasel, que nos representa musicalmente”.",politica,1
HayNoticia.es,https://haynoticia.es/le-queman-el-tendedero-por-un-lazo-amarillo-y-resulta-ser-un-tanga-de-su-novia-3333/,2018-08-31,Le queman el tendedero por un lazo amarillo y resulta ser un tanga de su novia,,"El desafortunado suceso ha tenido lugar en Premiá de Mar, han quemado la ropa tendida dentro de la casa de un particular alegando que tenía un lazo amarillo pero que en realidad ha resultado ser un tanga amarillo.Los jóvenes propietarios de la casa se despertaron esta mañana con olor a chamusquina “dormimos con la ventana abierta, es una urbanización tranquila y nunca pasa nada, pero el olor a quemado nos sobresaltó y entonces encontramos toda la ropa del tendedero en llamas”. Avisaron a la Policía y tras presentarse rápidamente encontraron una nota en la que se explicaba que habían visto el lazo amarillo en su tendedero y no querían independentistas en su barrio.Lo más curioso, según han asegurado los jóvenes, es que pasan totalmente de la política y que ni siquiera sabían nada de los lazos amarillos “en realidad se trataba de una tanga de mi novia, muy llamativo eso si, sobre todo cuando lo llevaba puesto, que recuerdos, pero nada que ver con independentismo ni rollos de eso, se han equivocado totalmente con nosotros, espero que los pillen porque la verdad que nos ha salido la broma por un buen pico”.",politica,1
HayNoticia.es,https://haynoticia.es/detenido-por-pasear-con-un-lazo-amarillo-en-el-pene-para-que-alguien-se-lo-tocase-3333/,2018-08-31,Detenido por pasear con un lazo amarillo en el pene para que alguien se lo tocase,,"La detención ha tenido lugar esta misma mañana aunque varios de los denunciantes han declarado que llevan viendo a este hombre paseando con el pene fuera y un lazo amarillo colgado del mismo desde hace varios días.El suceso ha tenido lugar en Granollers, un furgón de los Mossos d’Esquadra ha sorprendido al atrevido transeúnte con las manos en la masa, o mejor dicho, con el lazo amarillo en el pene. Al parecer el hombre ha alegado que ejerce su libertad a lucir el lazo donde el quiera “a ver si me cruzo con Rivera y tiene huevos a quitarme el lacito, estoy en mi derecho de ponerme el lazo amarillo y tengo el pene bastante bonito, no creo que nadie se ofenda”.Han sido varias las denuncias presentadas durante los últimos días y, aunque en un primer momento las tomaron por una broma, no han tardado en dar con él y detenerlo por exhibicionismo “lo del lazo nos da igual, pero no puede ir por la calle enseñando los genitales, tiene que entenderlo”. Finalmente el hombre ha confesado que lleva bastante tiempo sin mantener relaciones y “ni soy independentista ni nada, pero quería ver si así me la tocaba alguien por fin”.",politica,1
HayNoticia.es,https://haynoticia.es/normativa-sanitaria-obliga-a-los-bares-a-cobrar-los-sobres-de-azucar-a-sus-clientes-3333/,2018-06-02,Normativa sanitaria obliga a los bares a cobrar los sobres de azúcar,,"Una fuente interna del Gobierno ha asegurado que la nueva medida verá la luz a partir de este mismo agosto, los bares y restaurantes estarán obligados a cobrar por los sobres de azúcar.Los peligros del azúcar son cada día más evidentes y el Ministerio de Sanidad lleva detrás de esta medida mucho tiempo “creemos que el azúcar es la droga del siglo XXI y queremos, en la medida de posible, minimizar su impacto en la sociedad, al igual que hemos hecho con el tabaco y sus impuestos, lo más efectivo es tocar el bolsillo del ciudadano para hacerle tomar consciencia de la realidad”.La medida entrará en vigor a partir de agosto y afectará a todos los establecimientos que sirvan sobres de azúcar o cualquier otro tipo de edulcorante “la cuantía la dejaremos en principio en manos de cada negocio, estableciendo un mínimo de 50 céntimos por sobre, los edulcorantes tipo sacarina podrán ser más baratos pero también deberán ser abonados por los clientes que hagan uso de ellos”. Muchos establecimientos ya han mostrado su protesta en redes sociales “lo próximo será cobrar los vasos de agua del grifo, no se a donde vamos a llegar, el azúcar es vida”.",politica,1
HayNoticia.es,https://haynoticia.es/colas-de-50-metros-en-eroskis-de-madrid-para-comprar-la-crema-de-cifuentes/,2018-05-03,Colas de 100 metros en Eroskis de Madrid para comprar la crema de Cifuentes por oferta 2×1,,"Los supermercados Eroski de Madrid se están viendo colapsados en las últimas horas gracias a una oferta de última hora que la compañía ha hecho pública. Se trata de los tarros de crema anti-edad que la ex presidenta de la Comunidad de Madrid, Cristina Cifuentes, había sustraído en el famoso vídeo que le costó su puesto.La oferta de 2×1 ha viralizado a través de los medios, y la llamada ha resultado efectiva, no se sabe si en señal de protesta, por el morbo, o por interés real de la oferta de los supermercados. Las declaraciones de los allí presentes en la cola dejan entrever que es un poco de todo.“Si Cifuentes arriesgó su carrera por estos botes, es que tienen que ser buenos” decía una de las chicas. Otro afirmaba que “serán productos de coleccionista en unos años, los libros de historia política hablarán de ellos” decía otro con visión comercial de futuro. ",politica,1
HayNoticia.es,https://haynoticia.es/los-ninos-que-hagan-la-comunion-y-sus-padres-tendran-15-dias-de-permiso-4444/,2018-04-27,Las familias de los niños que hagan la Comunión tendrán 15 días de permiso,,"La Seguridad Social ha aprobado una nueva Ley que reconoce el derecho de los padres o tutores de niños que hagan la Primera Comunión a disfrutar cada uno de ellos de un permiso remunerado de 15 días. Así mismo, los niños dispondrán del mismo período de vacaciones en sus centros educativos, mediante un acuerdo con el Ministerio de Educación.Esta medida se lleva a cabo en respuesta a la petición de las familias que están a la espera de llevar a cabo dicha celebración en este curso o siguientes, y que pretenden, de este modo, tener tiempo para preparativos o viajes, ya que los 15 días se podrán distribuir de la forma que más convenga a los interesados. Es decir, la única obligación es que el día de la celebración forme parte del período elegido, sin posibilidad de fraccionarlo.“Ya era hora de que se nos escuchara a las familias católicas. Cuando mi hijo mayor la hizo, me tuve que coger vacaciones en el trabajo para poder ir a Eurodisney, y en verano sólo tuve 20 días para irme a la casa de la playa”, nos comenta un padre funcionario. “De esta forma se incentiva a los padres a traer los niños a catequesis”, nos asegura un párroco.",politica,1
HayNoticia.es,https://haynoticia.es/expulsado-de-un-puticlub-de-madrid-por-presentarse-con-un-lazo-amarillo-en-el-pene5555/,2018-04-25,Expulsado de un puticlub de Madrid por presentarse con un lazo amarillo en el pene,,"La situación política de Cataluña parece haber traspasado todos los muros. Ayer un episodio tenía lugar en un prostíbulo de Madrid, donde un cliente era expulsado del local por presentarse con un lazo amarillo que le rodeaba el pene.Todo transcurría con normalidad hasta que el muchacho, natural de Manresa, solicitó los servicios de una señorita de compañía. Cuando el hombre se despojó de su ropa interior dejó a la vista un lazo amarillo en apoyo al independentismo rodeándole el pene. Ante ello la trabajadora se negó a consumar el servicio alegando que esa exigencia no cumplía con las condiciones higiénicas oportunas. La situación se tornó violenta cuando el cliente, considerablemente ebrio, instó a la mujer a “besar a su Puigdemont”. “Me decía que le besara el miembro, que se había dejado el vello público largo para simular la melena de Puigdemont”.La seguridad del local expulsó al alborotador. Éste, lejos de cesar de su actitud, siguió voceando en el exterior. Una vecina explicaba que “no hacía más que gritar ‘mi rabo es un preso político que he venido a liberar aquí y no me habéis dejado. Exijo que os comáis la butifarra catalana que tengo entre las piernas'”.",politica,1
