Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Target,Cuerpo
El Mundo Today,https://www.elmundotoday.com/2012/04/inventan-unos-neumaticos-que-se-agarran-a-cualquier-excusa/,2012-04-16,Inventan unos neumáticos que se agarran a cualquier excusa,NO MÁS DESLICES EN EL ASFALTO,1,"Al asfalto seco, al asfalto mojado, a la gravilla, al barro y, a partir del próximo año, los nuevos neumáticos de Pirelli se agarrarán también a cualquier excusa. Cuando no cumplan su cometido y el conductor sufra algún «patinazo» podrá hacerse uso de un enorme listado de excusas que explicarán el incidente exculpando tanto al conductor como a los neumáticos. «Normalmente pagará el pato el estado de la carretera o el conductor del otro coche si lo hubiera», explica Johann Kuhn, director técnico de la marca. 
Las excusas potentes, sin control no sirven de nada.
La Tecnología de Cabeza de Turco (TCT) permitirá a los usuarios de los nuevos neumáticos encontrar excusas rápidas y culpables para sus «deslices», evitando farfullar o tener que improvisar sobre la marcha.
«Con nuestros neumáticos entregaremos un conjunto de excusas que se adaptarán a cualquier situación y podrán explicarse a la aseguradora, a la pareja del conductor o a la persona a la que se atropelle». En caso de que el TCT no funcione y se demuestre que la responsabilidad del siniestro ha sido culpa de los neumáticos, la marca asegura disponer también «de una montaña» de excusas para librarse de cualquier responsabilidad.
El origen de esta innovadora tecnología responde a la incesante investigación de la marca por mejorar sus productos. «Pusimos a trabajar a nuestros ingenieros a destajo y no lograron resultados, por lo que empezaron a buscar excusas para que no les despidiéramos. Y se agarraron a esas excusas con tanta fuerza que vimos que aquello podía funcionar. Y ahora estamos listos ya para llevar esta nueva tecnología a las carreteras».
«Facilitaremos excusas hasta para los adulterios»
“Un neumático que puede mantenerse a esta presión, y me refiero a la presión que supone explicar una infracción o a que tu mujer descubra un tanga que no es suyo en la guantera del coche, es algo que los conductores han demandado durante años. Hemos asumido ese reto y el progreso que hemos hecho es muy esperanzador”, explica Kuhn. “La gente se preguntará cómo han podido vivir sin esta tecnología hasta hoy. Por ejemplo, los conductores bebidos podrán decirle a la policía que, igual, joder, se han pasado echándose colonia y algo de alcohol se les ha debido de colar en la sangre. Librándose así de la multa, agarrándose a una excusa plausible».
El 10% del presupuesto en publicidad de la compañía se destinará a hacer entender a los clientes todo el potencial de la Tecnología Cabeza de Turco. El resto de la partida presupuestaria del año se destinará, como es tradición, a publicar calendarios «de mozas en tetas».
"
El Mundo Today,https://www.elmundotoday.com/2012/04/ikea-presenta-un-nuevo-armario-con-seis-gays-de-capacidad/,2012-04-13,Ikea presenta un nuevo armario con seis gays de capacidad,ESTÁ PENSADO PARA QUE SE LO MONTEN ENTRE ELLOS,1,"El fabricante de muebles Ikea ha incorporado un nuevo modelo a su catálogo: el Pax Gäylor, un armario con seis homosexuales de capacidad pensado para que sus compradores se lo monten entre ellos. «Muchos homosexuales se ven obligados a salir del armario porque no se sienten cómodos y no pueden estar con otras personas a las que quieren. Ahora esto ya no será necesario: este nuevo armario les permitirá vivir su sexualidad con toda la libertad y el espacio del que en otros tiempos no disponían», explica la marca en una nota de prensa. 
Se espera que el Pax Gäylor sea una buena alternativa para quienes hasta ahora tenían que celebrar orgías en soluciones de almacenaje que no estaban pensadas para este tipo de actividades. «Nos devolvían armarios metálicos con abolladuras y que encima olían a tigre. Vimos que había una demanda por cubrir», insiste el comunicado.
El nuevo lanzamiento no se ha librado de la polémica: «No me parece bien que en los almacenes de Ikea haya homosexuales copulando en los armarios de muestra. Hay niños delante y además todo esto atrae a un tipo de cliente que en el fondo está interesado en otras cosas que no tienen nada que ver con el mobiliario», declara una clienta habitual de la firma. Ikea asegura que «nuestros centros tienen espacios para que los más pequeños se distraigan mientras los adultos hacen sus compras». También defiende que «la sexualidad forma parte de la vida cotidiana de las personas igual que los muebles. Queremos que en nuestros armarios, en nuestras encimeras y en nuestras mesas de escritorio se pueda copular sin problemas porque luego los clientes lo hacen en la intimidad de sus hogares. Queremos que vean que nuestros muebles resisten incluso cuando se folla duro».
«Este armario llega tarde para mí»
Andrés S., empresario de 58 años, asegura que el nuevo armario de Ikea llega demasiado tarde para él. «Tenía una familia, una mujer, una vida ordenada. Pero tuve que romper con todo aquello para vivir plenamente mi sexualidad. Ahora mi novio me ha dejado y estoy solo. Este armario me hubiera evitado todo esto. Pero ya es demasiado tarde. Me siento fatal y pienso pasar el ‘finde’ llorando en el sofá, tragándome todas las temporadas de Gossip Girl y devorando ocho botes de helado Ben&Jerry’s». Ikea recuerda que en su catálogo existe una gran variedad de sofás diseñados para pasar la tarde llorando sin consuelo.
"
El Mundo Today,https://www.elmundotoday.com/2012/04/los-pasajeros-de-clase-club-del-ave-podran-sacar-los-pies-por-la-ventanilla/,2012-04-12,Los pasajeros de la clase Club del AVE podrán sacar los pies por la ventanilla,SE PRETENDE QUE SE SIENTAN COMO EN SU COCHE,1,"Los pasajeros del AVE que viajen en la clase Club podrán, si así lo desean, abrir la ventanilla de su vagón y sacar los pies por la misma para sentir «todo el fresquito» de los casi 300 kilómetros por hora que puede llegar a alcanzar el convoy. «Por ahora estamos haciendo pruebas en túneles de viento para ver cómo se comporta el tren con diez pares de pies asomando por las ventanillas. La respuesta no es buena, pero es un servicio que debemos ofrecer», explicaba ayer un portavoz de Renfe. La motivación de la iniciativa es que los pasajeros de la clase Club se sientan «como en su puto coche».
Se instalarán también salpicaderos detrás de cada asiento para que los pasajeros puedan poner allí «sus mierdas» y el viajero que lo desee podrá solicitar que una azafata se siente a su lado y diga «Antonio, no corras». Las mujeres podrán solicitar que un azafato les recrimine su manera de conducir el tren y hasta se saque los mocos en los cambios de vía.
Pese al mal comportamiento de la maqueta del tren en el túnel de viento y alguna que otra amputación de minipies, el servicio estará disponible a mediados de abril, cuando terminen de acomodarse las ventanillas para que puedan abrirse. Paralelamente, y con la intención de hacer más cercana «la experiencia AVE», en el vagón cafetería también se ha reelaborado el menú: los pasajeros VIP podrán pedir tapas de chocos, bravas y un carajillo. Además, una azafata repartirá mondadientes junto a los auriculares al inicio de cada trayecto.
«La idea es que los ejecutivos puedan aprovechar sus trayectos en AVE Club para comportarse como gañanes; queremos que sus trayectos en tren sean un desahogo. Pensemos que la mayoría no pueden dar rienda suelta a esos instintos primarios durante su jornada laboral. Ahora podrán hacerlo en los vagones Club del AVE, donde nadie les verá y por tanto no les perderán el respeto», explican desde Renfe.
El hilo musical de los Cercanías incluirá llantos de bebé
En algunos foros de Internet ya ha empezado a comentarse la noticia como una muestra más de una lucha de clases. «Que dejen de llamarlo ‘clase business’ o ‘clase club’ y lo llamen clase ‘putos amos’ que al fin y al cabo es lo que quieren que pensemos que son», se quejaba un ciudadano en una web de noticias. Desde Renfe han querido acallar las críticas señalando que también están pensando en innovadoras maneras de mejorar sus servicios generales. En Cercanías van a incluir llantos de bebé en el hilo musical, «para inundarlo todo de vida y futuro». También van a eliminarse los lavabos porque «pudiendo sacar el culo por la ventanilla para soltar el lastre, no tienen mucho sentido».
En Cataluña, donde se ha invertido muy poco en infraestructuras ferroviarias, implantarán también un sistema muy innovador para reducir a cero los habituales retrasos: los viajeros solo tendrán que retrasar una hora sus propios relojes. «Más fácil imposible, y el tren llegará antes que nunca».
"
El Mundo Today,https://www.elmundotoday.com/2012/04/rajoy-abre-un-hilo-en-forocoches-para-explicar-los-recortes/,2012-04-11,Rajoy abre un hilo en Forocoches para explicar los recortes,"EL GOBIERNO CREE QUE FOROCOCHES ""REPRESENTA A NUESTRA CIUDADANÍA""",1,"Mariano Rajoy ha decidido responder a los reproches de los medios y de la oposición, que consideran inadmisible su negativa a explicar el recorte anunciado de 10.000 millones en sanidad y educación. La vicepresidenta Soraya Sáenz de Santamaría ha aclarado que el propio Rajoy informará al detalle de los ajustes «y lo hará dos veces: primero a la oposición durante la sesión de control en el Congreso y luego directamente a los ciudadanos a través de Forocoches». 
El conocido foro de discusión es uno de los más populares en España y, según el Gobierno, «tiene más suscriptores que cualquier periódico y permitirá al presidente responder a preguntas concretas por escrito y en tiempo real». El pasado mes de diciembre, el rey don Juan Carlos ya se planteó la posibilidad de publicar su discurso navideño en este foro de Internet, que congrega «a un espectro ciudadano suficientemente representativo de la población española».
El líder de la oposición, Alfredo Pérez Rubalcaba, ha tildado de «inaudita y desconcertante» la nueva política de comunicación del Ejecutivo, «que se salta el filtro de los periodistas y debate directamente en foros en los que también se habla de tetas, coches y fútbol». Sáenz de Santamaría ha replicado que «en España se ha hablado toda la vida de tetas, coches y fútbol, y pretendemos que ahora se hable también de política. Por eso es el Gobierno el que acude a los foros de debate, buscando el contacto directo con la gente en tiempos de incertidumbre».
«Pido a los españoles que no me ‘trolleen'»
Rajoy asegura que intentará responder a todas las inquietudes de los participantes en el debate, pero ha pedido a los españoles «que no ‘trolleen’ y tengan una actitud constructiva». La expresión «trollear» se utiliza como sinónimo de molestar o entorpecer la discusión con insultos y descalificaciones. El presidente cree que el de los recortes «será un buen hilo» porque ya tiene experiencia «foreando» desde una cuenta anónima. Según fuentes del Gobierno, Mariano Rajoy dejó mensajes en el hilo titulado «que cojones puedo hacer para salir del paro?«, publicado por el usuario «marramiau123», e intentó ayudarle sin desvelar su identidad.
"
El Mundo Today,https://www.elmundotoday.com/2012/05/la-virgen-se-aparece-en-instagram/,2012-05-31,La virgen se aparece en Instagram,ESTÁ RODEADA DE LUCES Y REFLEJOS DIVINOS,1,"A lo largo del día de ayer un suceso causó cierto revuelo en Instagram, el popular servicio de intercambio de fotografías: cientos de usuarios de esta aplicación pudieron ver cómo la mismísima Virgen María se les aparecía en su “timeline”. La virgen, que según explican los que se la han encontrado aparece «rodeada de luces y destellos de estética vintage», podría haber aparecido para transmitir decencia en la red social y mostrar su profundo disgusto por la alta presencia de fotografías de gintónics y escotes sugerentes. 
La noticia enseguida se propagó por Internet, por lo que miles de internautas de todo el mundo acudieron a Instagram a brindar su fe a la madre de Dios, libre de todo pecado. A muchos les defraudó comprobar que la virgen no llora sangre: desde Instagram aseguran que están trabajando en un nuevo filtro para solucionar ese problema.
Demasiado desenfocada para ser concluyente
Algunos expertos tildan la aparición de montaje, dado que está claramente desenfocada y los brillos típicos de las fotos de Instagram no dejan que se aprecie bien la cara de la virgen. «Podría ser la virgen o podría ser un muñeco de esos manga, nunca se sabe, la aparición no es concluyente», ha declarado a El Mundo Today el padre Almunia, teólogo del Vaticano. «Yo dudo mucho de que la virgen pose para que le hagan una foto con el móvil. Jesús, en cuantito vuelva, lo hará para mezclarse con los jóvenes. Ser hará fotos a los pies, con las heridas del calvario y quizá frente al espejo del baño. O con los apóstoles en el Primavera Sound, vistiendo una camisita de cuadros y unas Ray-Ban».
Pese al escepticismo inicial, desde el Vaticano aplauden que los internautas compartan su fe de cualquier manera posible; sin embargo, no es la primera vez que la Iglesia Católica debe prestar atención al uso de móviles en la fe moderna. El mismo Papa denunció en su última aparición pública que «mucha gente viene a la Santa Misa más por hacerse fotos y decir que están allí a sus contactos de Facebook y Twitter que para atender a las palabras del Señor». Y, ciertamente, en la misa del pasado domingo podían verse más brazos levantados grabando la ceremonia que gente santiguándose.
"
El Mundo Today,https://www.elmundotoday.com/2012/05/rodrigo-rato-dispuesto-a-renunciar-a-sus-24-000-puntos-movistar/,2012-05-30,"Rodrigo Rato, dispuesto a renunciar a sus 24.000 puntos Movistar","AURELIO IZQUIERDO PODRÍA CEDER ""UNA BLACKBERRY QUE YA NO USO""",1,"En plena escalada de la prima de riesgo, y tras anunciar el Banco Central Europeo (BCE) que rechaza aportar fondos del Eurosistema para rescatar Bankia, el expresidente de la entidad bancaria, Rodrigo Rato, ha escenificado hoy un gesto para calmar a la opinión pública y rebajar el clima de indignación que se está viviendo. Rato ha decidido «ceder a los españoles todas las ventajas que adquirí en el programa de puntos de Movistar mientras estaba al frente de Bankia».
El exministro considera que sus más de 24.000 puntos Movistar le pertenecen de pleno derecho pero admite también que su adquisición se deriva directa o indirectamente de sus actividades como presidente de la entidad ahora nacionalizada. «Con tantos puntos, el Gobierno puede adquirir varios terminales bastante chulos, o incluso un iPhone, sin tener que recurrir a fondos públicos», insiste Rato.
El ministro de Economía, Luis De Guindos, agradece la generosidad de Rodrigo Rato pero considera que llega un poco tarde. «Me pregunto para qué queremos un nuevo terminal si no hay saldo para efectuar llamada alguna», ha declarado. El ministro admite, eso sí, que una inyección de puntos puede calmar a los mercados en un momento crítico como el que se está viviendo. «No existe una escala financiera que permita equiparar los puntos Movistar a los puntos básicos de la prima de riesgo, pero es de esperar que el aumento de los primeros facilite el descenso de los segundos», ha añadido.
«Yo tengo una Blackberry Curve que casi no utilizo»
Aurelio Izquierdo, director financiero de Bancaja con derecho a una pensión de casi 14 millones de euros, también se ha sumado a la iniciativa de Rodrigo Rato anunciando que dispone de una Blackberry Curve que ya no utiliza «por circunstancias personales» pese a que el terminal «se encuentra en perfecto estado de revista». Izquierdo admite además que era su móvil de empresa, por lo que «no es ninguna tontería que lo ceda ahora al Gobierno» aunque, eso sí, sería necesario realizar un duplicado de la tarjeta SIM «que tendría un coste que, lógicamente, correría a cargo del nuevo propietario».
"
El Mundo Today,https://www.elmundotoday.com/2012/05/un-albanil-miope-piropea-a-su-propia-hija/,2012-05-30,Un albañil miope piropea a su propia hija,LE GRITÓ QUE SE LO IBA A COMER TODO,1,"«Ven aquí, que te lo como todo». Con estas palabras se dirigió esta mañana Valeriano Lozal a su propia hija Silvia, de 17 años. El hombre se encontraba en lo alto de un andamio trabajando y su incipiente miopía le impidió reconocer a la chica, quien sí pudo identificar al instante la voz de su padre «diciéndome unas cosas tan asquerosas que sigo sin poder quitarme de la cabeza», se lamenta la joven. Fue cuando ella respondió «Papá, qué coño estás diciendo» que Valeriano se dio cuenta del terrible error que había cometido. Desde ese momento, tanto el albañil como su hija se encuentran en tratamiento psicológico para superar el trauma que ha provocado el equívoco. 
Aunque el hombre asegura que «nada de lo que le dije lo sentía de verdad», Silvia cree que no podrá volver a mirar a su padre a los ojos. «Esos ojos que recorrieron todo mi cuerpo con lascivia», insiste la muchacha. Los compañeros de Valeriano quitan hierro al asunto argumentando que «la chavala está buena de verdad, o sea que es peor que un padre te mienta a que te diga las cosas a la cara».
El asunto no ha perjudicado únicamente la relación entre Valeriano y su hija. La esposa del albañil ha declarado que «le he perdonado muchas cosas a lo largo de estos veinte años pero de esta sí que no salimos». El hombre explica que «todo lo que le grité se lo grité pensando en mi mujer, sin que ello quiera decir que mi hija me inspire sentimientos eróticos; es solo que se parecen y sin yo saber que era ella, pues sí reconocí algo familiar y atrayente en su cuerpo que… bueno, mejor me callo».
«Es por eso que le prohibí la minifalda»
Lozal ha escrito una carta de disculpa para su hija pero en ella no ha podido evitar recriminarle que vistiera minifalda en el momento en el que él la piropeó. «Cuando le digo que no salga a la calle vestida como una puta no lo digo por capricho, lo digo porque luego pasan esas cosas. Espero que al menos eso le sirva de lección», insiste el hombre. Su esposa Matilde considera que su marido «tiene la inteligencia emocional de un Seat Panda».
"
El Mundo Today,https://www.elmundotoday.com/2012/05/rajoy-pagara-los-19-000-millones-de-bankia-en-monedas-de-centimo-para-fastidiar/,2012-05-28,Rajoy pagará los 19.000 millones de Bankia en monedas de céntimo «para fastidiar»,SON CASI DOS BILLONES DE MONEDAS QUE HA LLEVADO EN BOLSAS,1,"Trece horas y veinte minutos ha necesitado la cajera de una sucursal de Bankia para contar los veinte mil millones de monedas que le entregó ayer Mariano Rajoy. El presidente del Gobierno, acompañado de varios camiones y ayudantes que acarreaban pesados sacos de monedas, hizo así efectivo el rescate bancario con el que tanto se había especulado estos últimos días. «Sí, es un rescate que hacemos con deuda pública, es verdad. Pero los españoles deberían estar tranquilos con este tema porque se lo hemos dado en calderilla para fastidiar; es evidente quién sale perdiendo aquí. Ya adelanto que no son los españoles, en Bankia van a estar puteados durante semanas gestionando toda esa chatarra», afirmó Rajoy.
En su primera intervención ante la prensa desde su investidura, el propio presidente había dejado claro que el rescate multimillonario de Bankia no generaría un mayor déficit público ni provocaría ajustes adicionales en el gasto público y no concretó el mecanismo final que se adoptaría para conseguir el dinero que el banco requiere. Fue él mismo quien, tras mucho pensar en cómo afrontar la situación, dijo «¿Quieren rescate? Pues lo van a tener» y se dirigió al Banco de España a buscar las monedas necesarias para el rescate bancario cargado con una bolsa del Condis entre refunfuños.
Como ya advirtieron diversos barones del PP, la bolsa de plástico no fue suficiente para albergar los casi dos billones de monedas y se han necesitado varios camiones para mover tanto peso, aunque ha sido Rajoy quien ha ido trasladando las bolsas de los camiones a la sucursal del banco en una operación que se ha alargado hasta altas horas de la madrugada. «La chica de la caja ha sido muy amable conmigo a pesar de sufrir las consecuencias. Quien debería contar las monedas son los que han provocado esta situación», ha protestado Rajoy a la salida de la sucursal esta madrugada, visiblemente agotado tras mover él mismo los 4.370 millones de kilos de cobre sin dejar que nadie le ayudara. «Sin duda, desde el Gobierno hemos hecho todo lo que hemos podido para castigar a los responsables de esta debacle económica, y eso es lo que cuenta».
"
El Mundo Today,https://www.elmundotoday.com/2012/05/la-revista-mas-alla-despide-a-20-fantasmas/,2012-05-28,La revista «Más Allá» despide a 20 fantasmas,ESTÁN CONDENADOS A VAGAR POR EL MUNDO BUSCANDO EMPLEO,1,"La crisis del sector editorial afecta también a las entidades espectrales. La revista «Más allá de la Ciencia», conocida como «Más Allá», ha anunciado hoy que prescindirá de los servicios de 20 de los fantasmas que integran su redacción. El motivo no es otro que «la necesidad de acometer reajustes económicos», en palabras de la dirección de la revista, que confiesa que ha intentado conseguir apoyo económico sin haber recibido finalmente nada del otro mundo. En consecuencia, los fantasmas despedidos tendrán que recolocarse en otros medios interesados en lo paranormal o bien se verán condenados a deambular sin descanso en busca de un lugar en el mundo, como tantos otros españoles sin empleo.
Las protestas de los afectados se han concretado en varios episodios violentos de levantamiento de muebles, temblores durante el consejo de redacción y una cacerolada paranormal a las puertas del edificio de la editorial.
«Llevo 30 años en esta revista, 20 de ellos muerto, y nunca había vivido momentos tan duros», explica Archibald W., jefe de redacción de «Más Allá», quien critica la tendencia del Gobierno y los sindicatos a ningunear a los trabajadores «que no son visibles a través de los canales habituales de la percepción humana». La revista reconoce que las negociaciones con los trabajadores no fueron fluidas en ningún momento. «Una de las empleadas llegó a decir que me acusaría de haberla poseído en mi despacho, pero esta empresa no tolerará amenazas y extorsiones de ningún tipo», sentencia uno de los directivos de la editorial.
La virgen ha llorado
La virgen ha llorado esta mañana en la Iglesia de Nuestra Señora de las Victorias, muy cercana a la redacción de la revista, y en todo el barrio han aparecido manchas e inscripciones en lenguaje arcano que piden la readmisión de los 20 fantasmas despedidos o se lamentan directamente con expresiones como «Hostia puta». Los fantasmas no descartan una acampada en la Puerta del Sol y el Gobierno ya ha advertido de que movilizará a varias unidades de los grises si se producen altercados.
"
El Mundo Today,https://www.elmundotoday.com/2012/05/apple-presenta-un-octogenario-mas-fino-y-con-el-doble-de-memoria/,2012-05-25,Apple presenta un octogenario más fino y con el doble de memoria,"INCLUYE UNA PRÓTESIS DE CADERA CON CARCASA ""UNIBODY""",1,"«Si el Macbook Air cumpliera 80 años, sería como Rogelio». Así anunció ayer Tim Cook, consejero delegado de Apple, el nuevo producto de la compañía de Cupertino, auténtico Rey Midas de la tecnología. Su nuevo producto estrella consiste en Rogelio, un nuevo modelo de octogenario «más fino, más potente y más duradero que cualquier octogenario que haya habido antes» sin que eso haya supuesto sacrificar ninguna de sus características esenciales, «ni siquiera su garrote».
Los usuarios de Rogelio -tal es su delgadez que lo han rebautizado como «Airgelio»- podrán adquirir también la SuperDrive, una compacta unidad externa con una bombona de oxígeno que aumenta su autonomía. Además de ser más intuitivo y versátil, tiene el doble de memoria que un octogenario normal. «Lo que, unido a su gran autonomía, puede provocar que esté durante horas y horas dando el coñazo, pero estamos trabajando en una manera de ponerlo en silencio que probablemente esté disponible el año que viene, si es que sigue vivo».
El octogenario definitivo para tu día a día. Es intuitivo, potente y fácil
Desde Apple aseguran que Airgelio revolucionará, tal y como hizo el iPhone con la telefonía, la manera en la que nos relacionamos con la senectud. «La primera vez que ves a Rogelio resulta difícil creer que sea un viejo de tan altas prestaciones, pero así es. Creemos que este es el futuro de los octogenarios, si es que tienen alguno». Aunque Airgelio es el primer modelo de octogenario que Apple presenta, «por razones evidentes no podemos decir que sea de primera generación».
Pese al bombo con el que se ha presentado, parece que no ha terminado de «enganchar» a los seguidores de la manzana. «En ningún caso es revolucionario», aseguraban desde el New York Times. «Los cambios respecto a cualquier otro viejo que puede encontrarse en el mercado o en las calles son modestos y no vemos qué ventajas puede comportar su uso entre los profesionales o como herramienta de ocio». Pese a todo, en los foros de la red y en Twitter el bullicio que ha generado ha sido considerable. «¿Para qué coño quiero un viejo? ¿Cuándo sale el modelo en blanco?» preguntaba un usuario en Twitter. Otra anécdota que ha teñido la presentación ha sido la crítica de Cook a la campaña viral «Will it blend?» donde se publicita una batidora americana triturando todos los objetos que Apple saca al mercado.
Un adolescente más sensible
Además del nuevo octogenario, Apple también presentó un nuevo adolescente «más sensible que cualquier otro». Según explicó Cook, «es ponerle los dedos encima y ya se pone a gritar ‘¡No me toques que te denuncio! ¡A que te pego una hostia! ¡Déjame, no me comprendes!'». En la presentación presumieron asimismo de su gran autonomía: puede estar encerrado hasta doce horas en su habitación llorando sin parar ni un solo momento. Excepto, eso sí, cuando llega el fin de semana. Entonces se evidencia que no tiene autonomía alguna porque necesita pedir dinero para hacer cualquier cosa.
"
El Mundo Today,https://www.elmundotoday.com/2012/05/ana-obregon-advierte-de-la-fulminante-expansion-del-mejillon-cebra-en-el-ebro/,2012-05-24,Ana Obregón advierte de la fulminante expansión del mejillón cebra en el Ebro,"""No existe un sistema eficaz de erradicación"", dice la actriz y bióloga",1,"La colonización del río Ebro por el mejillón cebra se está produciendo de forma «totalmente alarmante». Desde que en agosto de 2001 fueran detectadas las primeras larvas de la especie en Tarragona, el mejillón cebra ha seguido un proceso imparable de expansión y se encuentra ya en el 80% de la cuenca hidrográfica. Ana Obregón, actriz y bióloga de la Confederación Hidrográfica del Ebro, lo afirmó ayer en una jornada sobre el molusco celebrada en Pamplona, e indicó además que se han detectado ejemplares adultos desde el embalse de Sobrón (Burgos) hasta la desembocadura. 
En Navarra, el mejillón cebra está presente en todo el tramo del río Ebro que recorre la Comunidad foral, entre La Rioja y Aragón. Por el momento, no se ha detectado en el resto de ríos, aunque sí en canales y balsas de riego como el de Lodosa o el Imperial. Localidades como Corella, Cintrúenigo o Tudela están entre las más afectadas.
«Además de provocar importantes desequilibrios medioambientales y alteraciones en el ecosistema, la presencia del mejillón cebra acarrea grandes pérdidas económicas. Su adhesión y superposición obstruye todo tipo de infraestructuras hidráulicas como cañerías y tomas de riego», explicó Obregón. La estrella de «Ana y los 7» aconsejó extremar la precaución ya que «hoy por hoy, no tenemos un método que se pueda aplicar directamente en aguas abiertas para erradicarlo».
Ana Obregón quiso aprovechar la jornada para agradecer el apoyo de todos sus seguidores en la gala Drag Queen 2012, que presentó junto a Roberto Herrera, y lamentó que el problema del mejillón cebra no le deje disfrutar al completo de sus éxitos profesionales.
"
El Mundo Today,https://www.elmundotoday.com/2012/05/hallan-un-planeta-habitado-por-gente-de-pueblo/,2012-05-24,Hallan un planeta habitado por gente de pueblo,NOTICIA PATROCINADA POR MEN IN BLACK III,1,"Investigadores del Instituto Tecnológico de Massachusetts (MIT) y la NASA han detectado a 1.500 años luz de distancia un planeta rocoso, no mucho mayor que Mercurio, que podría estar habitado. «Sus moradores serían muy similares a los humanos pero con costumbres y maneras idénticas a las de la gente de pueblo», explica uno de los investigadores del MIT. Evidentemente, el planeta está demasiado alejado como para que podamos ver a sus habitantes con nuestros telescopios, «pero sabemos que se trata de gente de pueblo porque el planeta estaba amenazado por la explosión de una Super Nova de la que se defendieron ‘a pedrada limpia'», precisa el experto.
El primer agroplaneta encontrado nunca
El telescopio espacial Hubble también ha detectado rastros de chorizo en el entorno del planeta, que han bautizado como Ga-gnan y cuya superficie es muy similar a la del desierto de los Monegros. Los investigadores también han descubierto un agujero negro cercano que los moradores habrían llenado de runa y enseres viejos de labranza.
«Según nuestras conjeturas, los ga-gnanes podrían hablar en casi cualquier lengua, pero siempre conservando su acento de pueblo, alargando mucho las vocales y profiriendo gritos para comunicarse entre ellos», explican los investigadores, que irán publicando más datos conforme avancen sus estudios. Creen, por ejemplo, que los habitantes del planeta podrían usar intercomunicadores de una tecnología complejísima del tamaño de un mondadientes. «Si sujetan el mondadientes con los labios significa ‘quieto parao’ y si lo agarran con una mano en señal desafiante significa ‘mira chacho, una cosa te voy a decir’. Un lenguaje extraordinario más allá de lo que los humanos de a pie podríamos comprender».
Retrato de un testigo que asegura haber visto a uno de esos extraterrestres.La pregunta que muchos se plantean ahora es: ¿La gente de pueblo que habita la Tierra procede del espacio exterior o bien los habitantes de ese planeta son pueblerinos originarios de la Tierra? «Una persona de pueblo bien puede viajar a otro planeta saltando de un campanario, aunque lo más probable es que muchas de las personas que nos rodean provengan del espacio exterior tal y como se muestra en algunas películas y documentales«, sentencian los investigadores.
"
